date      , code  , name    , close  , score, status      , risk_tags                               , ret10_fmt, ret20_fmt, ret60_fmt, ret20_rank_pct_fmt, ret60_rank_pct_fmt, ma20                 , ma60, ma120, ma20_slope_5_fmt, ma60_slope_10_fmt, amount_ma20   , amount_ratio_5_20  , up_down_amount_ratio20, dist_to_60d_high_fmt, is_20d_high, is_60d_high, max_dd20_fmt, turnover_ma5         , limit_up_count_5, basic_liquid, trend_basic, relative_strength, volume_ok, near_breakout, risk_ok, candidate
2026-06-18, 002467, 二六三  ,    5.19,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -6.65%   , -19.03%  ,          , 8.88%             ,                   ,    5.52              ,     ,      ,                 ,                  ,   255410705.4 , 0.8209103078574403 ,    0.6327830407591817 ,                     , False      , False      , -20.03%     , 0.02937285799624754  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 600149, 廊坊发展,    4.76,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -11.69%  , -19.05%  ,          , 8.83%             ,                   ,    5.4015            ,     ,      ,                 ,                  ,    91461519.5 , 0.6690708588107374 ,    0.6810176601776128 ,                     , False      , False      , -20.53%     , 0.032418605324074076 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002379, 宏桥控股,   16.72,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -13.99%  , -19.07%  ,          , 8.75%             ,                   ,   19.171             ,     ,      ,                 ,                  ,   703325630.95, 0.985466592002067  ,    0.43008771498799464,                     , False      , False      , -25.52%     , 0.03540404105056798  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002034, 旺能环境,   17.14,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -12.37%  , -19.07%  ,          , 8.71%             ,                   ,   19.0175            ,     ,      ,                 ,                  ,   322195245.15, 0.627139902408954  ,    0.48895432361730246,                     , False      , False      , -21.45%     , 0.022427823099645736 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 603926, 铁流股份,   19.82,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -5.08%   , -19.17%  ,          , 8.68%             ,                   ,   20.8245            ,     ,      ,                 ,                  ,   135828717.5 , 0.6974430013299655 ,    0.5211725776616861 ,                     , False      , False      , -21.44%     , 0.020932102212311444 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 000862, 银星能源,    5.27,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -27.21%  , -19.17%  ,          , 8.65%             ,                   ,    6.458             ,     ,      ,                 ,                  ,   298887278.7 , 0.5500577224801104 ,    0.9707082446001598 ,                     , False      , False      , -29.17%     , 0.04612694670393299  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 603693, 江苏新能,   13.52,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -17.66%  , -19.19%  ,          , 8.58%             ,                   ,   15.9325            ,     ,      ,                 ,                  ,   474269607.4 , 0.48325815237554687,    0.745376457567632  ,                     , False      , False      , -27.89%     , 0.01788266195154938  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002229, 鸿博股份,   12.45,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -9.32%   , -19.21%  ,          , 8.52%             ,                   ,   13.8245            ,     ,      ,                 ,                  ,   599911717.8 , 0.8208104019134397 ,    0.6505218224693271 ,                     , False      , False      , -20.90%     , 0.07776356431745537  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 603839, 安正时尚,    6.18,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -6.65%   , -19.22%  ,          , 8.48%             ,                   ,    6.788500000000001 ,     ,      ,                 ,                  ,    35829231.6 , 0.7418627252949516 ,    0.5254460133865676 ,                     , False      , False      , -20.05%     , 0.01074100774076124  ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 605369, XD拱东医,   15.68,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -6.89%   , -19.22%  ,          , 8.45%             ,                   ,   17.2505            ,     ,      ,                 ,                  ,    32781841.6 , 0.8925735825652943 ,    0.5403709931121491 ,                     , False      , False      , -21.09%     , 0.008228584216541091 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 002492, 恒基达鑫,    5.63,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -5.22%   , -19.23%  ,          , 8.42%             ,                   ,    6.1114999999999995,     ,      ,                 ,                  ,    60278294.65, 0.8080962555897391 ,    0.6481713356902471 ,                     , False      , False      , -20.25%     , 0.021332526968328363 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 002531, 天顺风能,    9.07,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -9.21%   , -19.23%  ,          , 8.38%             ,                   ,   10.3245            ,     ,      ,                 ,                  ,   509385939.3 , 0.7590914109866558 ,    0.35860383522957645,                     , False      , False      , -27.09%     , 0.022908922646111385 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002131, 利欧股份,    5.33,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -6.65%   , -19.24%  ,          , 8.35%             ,                   ,    5.7295            ,     ,      ,                 ,                  ,  1670442679.5 , 0.7642416055737518 ,    0.6863773974744067 ,                     , False      , False      , -20.54%     , 0.040685073016861875 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 600331, 宏达股份,   12.8 ,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -10.68%  , -19.24%  ,          , 8.32%             ,                   ,   13.973500000000001 ,     ,      ,                 ,                  ,   703664797.45, 0.9714914673539208 ,    0.7395819640037645 ,                     , False      , False      , -22.73%     , 0.025578748720472444 ,              0.0, True        , False      , False            , False    , False        , False  , False
